Accident_Index,Police_Force,Did_Police_Officer_Attend_Scene_of_Accident
201601CW11169,1,1
201601CW11170,1,1
201601CW11171,1,1
201601CW11173,1,1
201601CW11175,1,1
201601CW11176,1,1
201601CW11177,1,1
201601CW11178,1,1
201601CW11179,1,2
201601CW11180,1,1
201601CW11182,1,1
201601CW11183,1,1
201601CW11184,1,1
201601CW11185,1,1
201601CW11186,1,1
201601CW11187,1,1
201601CW11188,1,1
201601CW11189,1,1
201601CW11192,1,1
201601CW11193,1,1
201601CW11194,1,1
201601CW11195,1,1
201601CW11198,1,1
201601CW11200,1,1
201601CW11201,1,2
201601CW11202,1,2
201601CW11203,1,1
201601CW11205,1,1
201601CW11206,1,1
201601CW11219,1,2
201601CW11220,1,2
201601CW11221,1,2
201601CW11225,1,2
201601CW11236,1,1
201601CW11264,1,2
201601CW11381,1,2
201601CW11451,1,2
201601CW11489,1,2
201601EK40002,1,2
201601EK40003,1,2
201601EK40004,1,1
201601EK40005,1,1
201601EK40006,1,1
201601EK40007,1,1
201601EK40009,1,1
201601EK40010,1,1
201601EK40011,1,1
201601EK40012,1,1
201601EK40013,1,1
201601EK40014,1,1
201601EK40015,1,1
201601EK40016,1,1
201601EK40017,1,1
201601EK40019,1,2
201601EK40021,1,2
201601EK40023,1,1
201601EK40024,1,2
201601EK40025,1,2
201601EK40026,1,2
201601EK40027,1,2
201601EK40028,1,1
201601EK40029,1,1
201601EK40030,1,1
201601EK40032,1,1
201601EK40033,1,1
201601EK40034,1,1
201601EK40036,1,1
201601EK40037,1,1
201601EK40038,1,1
201601EK40039,1,2
201601EK40040,1,1
201601EK40043,1,1
201601EK40045,1,1
201601EK40047,1,1
201601EK40049,1,1
201601EK40050,1,1
201601EK40052,1,1
201601EK40055,1,1
201601EK40056,1,1
201601EK40057,1,1
201601EK40058,1,1
201601EK40059,1,1
201601EK40060,1,1
201601EK40061,1,2
201601EK40063,48,2
201601EK40064,1,1
201601EK40066,1,2
201601EK40068,1,1
201601EK40069,1,1
201601EK40070,1,1
201601EK40071,1,1
201601EK40072,1,2
201601EK40074,1,2
201601EK40075,1,2
201601EK40076,1,2
201601EK40077,1,1
201601EK40079,1,1
201601EK40080,1,1
201601EK40081,1,1
201601EK40082,1,1
201601EK40083,1,1
201601EK40084,1,1
201601EK40086,1,1
201601EK40087,1,2
201601EK40091,1,1
201601EK40093,1,1
201601EK40094,1,1
201601EK40095,1,1
201601EK40096,1,1
201601EK40097,1,1
201601EK40098,1,1
201601EK40099,1,1
201601EK40100,1,1
201601EK40101,1,1
201601EK40102,1,1
201601EK40103,1,1
201601EK40104,1,1
201601EK40105,1,1
201601EK40107,1,1
201601EK40108,1,1
201601EK40109,1,1
201601EK40111,1,1
201601EK40112,1,1
201601EK40115,1,2
201601EK40116,1,1
201601EK40117,1,2
201601EK40118,1,2
201601EK40119,1,1
201601EK40120,1,1
201601EK40121,1,1
201601EK40122,1,1
201601EK40123,1,1
201601EK40124,1,1
201601EK40125,1,2
201601EK40126,1,1
201601EK40127,1,1
201601EK40128,1,1
201601EK40130,1,1
201601EK40131,1,2
201601EK40132,1,1
201601EK40133,1,1
201601EK40134,1,1
201601EK40135,1,1
201601EK40136,1,1
201601EK40137,1,1
201601EK40139,1,1
201601EK40141,1,1
201601EK40142,1,2
201601EK40144,1,1
201601EK40145,1,1
201601EK40146,1,1
201601EK40147,1,2
201601EK40148,1,2
201601EK40149,1,1
201601EK40150,1,1
201601EK40151,1,1
201601EK40152,1,2
201601EK40153,1,1
201601EK40154,1,1
201601EK40156,1,2
201601EK40157,1,2
201601EK40158,1,1
201601EK40159,1,2
201601EK40160,1,1
201601EK40161,1,1
201601EK40162,1,1
201601EK40163,1,1
201601EK40164,1,1
201601EK40165,1,2
201601EK40166,1,1
201601EK40167,1,1
201601EK40168,1,1
201601EK40171,1,1
201601EK40172,1,1
201601EK40173,1,1
201601EK40174,1,1
201601EK40175,1,2
201601EK40177,1,1
201601EK40179,1,2
201601EK40181,1,1
201601EK40183,1,1
201601EK40184,1,1
201601EK40185,1,1
201601EK40186,1,1
201601EK40187,1,1
201601EK40189,1,1
201601EK40190,1,1
201601EK40191,1,2
201601EK40192,1,1
201601EK40193,1,2
201601EK40194,1,1
201601EK40195,1,2
201601EK40196,1,1
201601EK40197,1,1
201601EK40199,1,1
201601EK40200,1,1
201601EK40201,1,1
201601EK40202,1,2
201601EK40203,1,1
201601EK40204,1,1
201601EK40205,1,1
201601EK40206,1,1
201601EK40207,1,1
201601EK40208,1,1
201601EK40209,1,2
201601EK40210,1,1
201601EK40211,1,2
201601EK40212,1,1
201601EK40213,1,1
201601EK40214,1,1
201601EK40216,1,1
201601EK40217,1,1
201601EK40218,1,1
201601EK40219,1,1
201601EK40220,1,1
201601EK40221,1,1
201601EK40222,1,1
201601EK40223,1,1
201601EK40224,1,1
201601EK40225,1,1
201601EK40226,1,1
201601EK40228,1,1
201601EK40232,1,1
201601EK40234,1,1
201601EK40235,1,1
201601EK40236,1,1
201601EK40237,1,1
201601EK40238,1,1
201601EK40239,1,1
201601EK40240,1,1
201601EK40241,1,1
201601EK40242,1,1
201601EK40243,1,1
201601EK40244,1,1
201601EK40245,1,1
201601EK40246,1,1
201601EK40247,1,1
201601EK40248,1,1
201601EK40250,1,1
201601EK40251,1,2
201601EK40252,1,2
201601EK40253,1,1
201601EK40254,1,2
201601EK40255,1,1
201601EK40256,1,1
201601EK40257,1,1
201601EK40258,1,1
201601EK40259,1,1
201601EK40260,1,1
201601EK40261,1,1
201601EK40262,1,1
201601EK40263,1,1
201601EK40264,1,1
201601EK40266,1,1
201601EK40267,1,1
201601EK40268,1,1
201601EK40269,1,1
201601EK40271,1,1
201601EK40272,1,1
201601EK40274,1,1
201601EK40275,1,1
201601EK40276,1,1
201601EK40277,1,2
201601EK40278,1,1
201601EK40279,1,1
201601EK40280,1,2
201601EK40281,1,2
201601EK40282,1,1
201601EK40283,1,2
201601EK40284,1,2
201601EK40285,1,1
201601EK40286,1,1
201601EK40287,1,2
201601EK40288,1,1
201601EK40290,1,1
201601EK40291,1,2
201601EK40292,1,2
201601EK40293,1,1
201601EK40294,1,2
201601EK40295,1,1
201601EK40296,1,1
201601EK40297,1,1
201601EK40299,1,1
201601EK40300,1,1
201601EK40301,1,1
201601EK40302,1,1
201601EK40303,1,1
201601EK40304,1,1
201601EK40305,1,1
201601EK40307,1,1
201601EK40308,1,2
201601EK40309,1,1
201601EK40311,1,1
201601EK40312,1,1
201601EK40313,1,2
201601EK40314,1,1
201601EK40318,1,1
201601EK40319,1,2
201601EK40320,1,2
201601EK40321,1,1
201601EK40323,1,1
201601EK40324,1,1
201601EK40325,1,2
201601EK40326,1,1
201601EK40327,1,1
201601EK40328,1,1
201601EK40329,1,2
201601EK40330,1,1
201601EK40331,1,2
201601EK40333,1,1
201601EK40334,1,1
201601EK40335,1,1
201601EK40336,1,2
201601EK40337,1,1
201601EK40338,1,1
201601EK40339,1,1
201601EK40340,1,1
201601EK40341,1,2
201601EK40343,1,2
201601EK40347,1,1
201601EK40348,1,1
201601EK40349,1,2
201601EK40350,1,1
201601EK40351,1,1
201601EK40352,1,1
201601EK40353,1,2
201601EK40354,1,1
201601EK40357,1,1
201601EK40358,1,1
201601EK40359,1,1
201601EK40361,1,1
201601EK40362,1,1
201601EK40363,1,1
201601EK40365,1,1
201601EK40367,1,1
201601EK40370,1,1
201601EK40371,1,1
201601EK40372,1,1
201601EK40373,1,1
201601EK40374,1,1
201601EK40375,1,2
201601EK40376,1,1
201601EK40377,1,1
201601EK40378,1,2
201601EK40379,1,1
201601EK40380,1,1
201601EK40381,1,1
201601EK40382,1,2
201601EK40384,1,1
201601EK40385,1,1
201601EK40388,1,1
201601EK40390,1,2
201601EK40391,1,1
201601EK40393,1,1
201601EK40394,1,1
201601EK40396,1,2
201601EK40397,1,2
201601EK40398,1,2
201601EK40399,1,2
201601EK40400,1,1
201601EK40401,1,1
201601EK40403,1,1
201601EK40404,1,1
201601EK40405,1,1
201601EK40406,1,1
201601EK40407,1,1
201601EK40408,1,1
201601EK40409,1,1
201601EK40410,1,1
201601EK40411,1,2
201601EK40413,1,1
201601EK40414,1,1
201601EK40416,1,2
201601EK40417,1,1
201601EK40419,1,1
201601EK40422,1,2
201601EK40424,1,1
201601EK40425,1,1
201601EK40426,1,1
201601EK40427,1,1
201601EK40428,1,1
201601EK40429,1,2
201601EK40430,1,1
201601EK40433,1,1
201601EK40434,1,2
201601EK40435,1,1
201601EK40436,1,1
201601EK40438,1,1
201601EK40439,1,1
201601EK40440,1,1
201601EK40441,1,1
201601EK40445,1,2
201601EK40446,1,1
201601EK40447,1,1
201601EK40448,1,1
201601EK40449,1,1
201601EK40450,1,2
201601EK40451,1,2
201601EK40453,1,2
201601EK40454,1,1
201601EK40455,1,2
201601EK40456,1,1
201601EK40457,1,1
201601EK40458,1,1
201601EK40460,1,2
201601EK40462,1,1
201601EK40463,1,1
201601EK40464,1,1
201601EK40465,1,1
201601EK40467,1,1
201601EK40468,1,1
201601EK40469,1,1
201601EK40470,1,1
201601EK40471,1,1
201601EK40472,1,2
201601EK40473,1,2
201601EK40475,1,1
201601EK40476,1,1
201601EK40477,1,2
201601EK40478,1,1
201601EK40479,1,1
201601EK40480,1,1
201601EK40481,1,2
201601EK40482,1,1
201601EK40483,1,1
201601EK40484,1,1
201601EK40485,1,1
201601EK40486,1,1
201601EK40487,1,1
201601EK40488,1,1
201601EK40490,1,2
201601EK40491,1,1
201601EK40492,1,1
201601EK40493,1,1
201601EK40494,1,1
201601EK40495,1,1
201601EK40496,1,1
201601EK40497,1,1
201601EK40498,1,2
201601EK40499,1,1
201601EK40501,1,2
201601EK40502,1,2
201601EK40503,1,2
201601EK40505,1,1
201601EK40507,1,1
201601EK40508,1,1
201601EK40509,1,1
201601EK40510,1,1
201601EK40511,1,1
201601EK40512,1,2
201601EK40513,1,1
201601EK40514,1,1
201601EK40515,1,2
201601EK40517,1,1
201601EK40518,1,1
201601EK40522,1,2
201601EK40523,1,2
201601EK40525,1,1
201601EK40526,1,1
201601EK40527,1,1
201601EK40529,1,1
201601EK40530,1,1
201601EK40533,1,1
201601EK40534,1,1
201601EK40535,1,1
201601EK40536,1,2
201601EK40537,1,1
201601EK40538,1,1
201601EK40539,1,1
201601EK40540,1,2
201601EK40541,1,1
201601EK40544,1,1
201601EK40545,1,1
201601EK40547,1,1
201601EK40548,1,1
201601EK40549,1,2
201601EK40550,1,1
201601EK40551,1,1
201601EK40552,1,1
201601EK40553,1,1
201601EK40554,1,1
201601EK40555,1,1
201601EK40556,1,1
201601EK40557,1,1
201601EK40558,1,1
201601EK40560,1,1
201601EK40561,1,1
201601EK40562,1,1
201601EK40563,1,1
201601EK40564,1,1
201601EK40565,1,1
201601EK40566,1,1
201601EK40567,1,1
201601EK40568,1,1
201601EK40570,1,2
201601EK40573,1,1
201601EK40575,1,1
201601EK40576,1,1
201601EK40580,1,1
201601EK40581,1,1
201601EK40582,1,1
201601EK40583,1,2
201601EK40585,1,1
201601EK40586,1,1
201601EK40587,1,1
201601EK40589,1,1
201601EK40590,1,2
201601EK40592,1,2
201601EK40593,1,1
201601EK40594,1,1
201601EK40595,1,1
201601EK40596,1,1
201601EK40597,1,1
201601EK40598,1,2
201601EK40599,1,1
201601EK40600,1,2
201601EK40601,1,1
201601EK40602,1,1
201601EK40605,1,2
201601EK40606,1,1
201601EK40607,1,1
201601EK40608,1,1
201601EK40610,1,1
201601EK40611,1,1
201601EK40613,1,1
201601EK40614,1,2
201601EK40615,1,1
201601EK40616,1,1
201601EK40617,1,1
201601EK40618,1,1
201601EK40619,1,1
201601EK40620,1,1
201601EK40621,1,1
201601EK40622,1,1
201601EK40624,1,2
201601EK40625,1,1
201601EK40635,1,2
201601EK40639,1,1
201601EK40645,1,1
201601EK40649,1,1
201601EK40654,1,2
201601EK40658,1,2
201601EK40659,1,2
201601EK40667,1,2
201601EK40670,1,2
201601EK40671,1,1
201601EK40682,1,2
201601EK40690,1,2
201601EK40804,1,2
201601EO40011,1,1
201601EO40017,1,2
201601EO40018,1,1
201601EO40022,1,1
201601EO40023,1,1
201601EO40024,1,1
201601EO40028,1,1
201601EO40030,1,2
201601EO40032,1,2
201601EO40035,1,1
201601EO40036,1,1
201601EO40037,1,1
201601EO40038,1,1
201601EO40039,1,2
201601EO40040,1,1
201601EO40042,1,1
201601EO40045,1,1
201601EO40046,1,1
201601EO40047,1,1
201601EO40048,1,1
201601EO40050,1,1
201601EO40052,1,1
201601EO40053,1,2
201601EO40054,1,2
201601EO40055,1,1
201601EO40056,1,2
201601EO40058,1,1
201601EO40060,1,2
201601EO40062,1,2
201601EO40063,1,1
201601EO40064,1,1
201601EO40065,1,2
201601EO40067,1,1
201601EO40068,1,1
201601EO40069,1,1
201601EO40070,1,1
201601EO40073,1,1
201601EO40075,1,1
201601EO40076,1,1
201601EO40080,1,1
201601EO40081,1,1
201601EO40082,1,1
201601EO40083,1,1
201601EO40084,1,2
201601EO40085,1,1
201601EO40086,1,1
201601EO40088,1,1
201601EO40090,1,1
201601EO40091,1,1
201601EO40092,1,1
201601EO40093,1,2
201601EO40094,1,1
201601EO40095,1,1
201601EO40096,1,1
201601EO40098,1,1
201601EO40099,1,1
201601EO40101,1,2
201601EO40102,1,1
201601EO40105,1,1
201601EO40106,1,1
201601EO40108,1,1
201601EO40110,1,1
201601EO40111,1,1
201601EO40114,1,1
201601EO40115,1,2
201601EO40116,1,1
201601EO40118,1,2
201601EO40122,1,2
201601EO40124,1,2
201601EO40125,1,2
201601EO40126,48,1
201601EO40128,1,1
201601EO40129,1,1
201601EO40130,1,2
201601EO40131,1,1
201601EO40132,1,1
201601EO40133,1,1
201601EO40135,1,1
201601EO40136,1,1
201601EO40137,1,1
201601EO40138,1,1
201601EO40139,1,1
201601EO40140,1,2
201601EO40141,1,1
201601EO40142,1,1
201601EO40144,1,1
201601EO40145,1,1
201601EO40146,1,1
201601EO40147,1,1
201601EO40148,1,1
201601EO40149,1,1
201601EO40150,1,1
201601EO40152,1,1
201601EO40153,1,2
201601EO40154,1,1
201601EO40155,1,2
201601EO40157,1,1
201601EO40158,1,1
201601EO40159,1,1
201601EO40160,1,1
201601EO40161,1,1
201601EO40162,1,1
201601EO40168,1,1
201601EO40169,1,1
201601EO40170,1,1
201601EO40171,1,1
201601EO40172,1,2
201601EO40173,1,1
201601EO40175,1,1
201601EO40176,1,1
201601EO40177,1,1
201601EO40178,1,1
201601EO40180,1,1
201601EO40182,1,1
201601EO40183,1,1
201601EO40185,1,1
201601EO40187,1,1
201601EO40189,1,1
201601EO40190,1,1
201601EO40192,1,1
201601EO40193,1,1
201601EO40194,1,1
201601EO40195,1,1
201601EO40197,1,1
201601EO40198,1,2
201601EO40202,1,1
201601EO40203,1,1
201601EO40205,1,1
201601EO40206,1,1
201601EO40207,1,1
201601EO40208,1,2
201601EO40210,1,1
201601EO40211,1,1
201601EO40216,1,1
201601EO40217,1,1
201601EO40218,1,1
201601EO40219,1,1
201601EO40220,1,1
201601EO40224,1,1
201601EO40225,1,1
201601EO40226,1,2
201601EO40227,1,1
201601EO40228,1,2
201601EO40229,1,1
201601EO40230,1,1
201601EO40232,1,1
201601EO40233,1,1
201601EO40234,1,1
201601EO40236,1,1
201601EO40237,1,1
201601EO40238,1,1
201601EO40239,1,1
201601EO40240,1,1
201601EO40241,1,2
201601EO40242,1,2
201601EO40244,1,1
201601EO40245,1,1
201601EO40248,1,1
201601EO40249,1,1
201601EO40250,1,1
201601EO40251,1,2
201601EO40252,1,1
201601EO40253,1,1
201601EO40254,1,1
201601EO40255,1,1
201601EO40256,1,1
201601EO40257,1,1
201601EO40258,1,1
201601EO40259,1,1
201601EO40261,1,1
201601EO40262,1,1
201601EO40263,1,2
201601EO40264,1,1
201601EO40265,1,1
201601EO40266,1,1
201601EO40267,1,2
201601EO40268,1,2
201601EO40269,1,2
201601EO40270,1,2
201601EO40272,1,1
201601EO40273,1,1
201601EO40274,1,1
201601EO40275,1,1
201601EO40277,1,1
201601EO40280,1,1
201601EO40281,1,2
201601EO40283,1,1
201601EO40284,1,2
201601EO40285,1,1
201601EO40286,1,1
201601EO40287,1,1
201601EO40288,1,1
201601EO40289,1,1
201601EO40290,1,1
201601EO40292,1,1
201601EO40293,1,1
201601EO40295,1,1
201601EO40297,1,2
201601EO40298,48,1
201601EO40299,1,1
201601EO40300,1,1
201601EO40301,1,1
201601EO40302,1,1
201601EO40303,1,2
201601EO40304,1,1
201601EO40305,1,1
201601EO40306,1,2
201601EO40307,1,1
201601EO40308,1,2
201601EO40310,1,2
201601EO40311,1,2
201601EO40312,1,1
201601EO40313,1,2
201601EO40314,1,2
201601EO40315,1,1
201601EO40316,1,1
201601EO40317,1,1
201601EO40318,1,1
201601EO40319,1,1
201601EO40320,1,1
201601EO40321,1,1
201601EO40322,1,1
201601EO40323,1,2
201601EO40325,1,1
201601EO40326,1,2
201601EO40328,1,1
201601EO40329,1,2
201601EO40330,1,1
201601EO40331,1,1
201601EO40332,1,1
201601EO40333,1,2
201601EO40336,1,1
201601EO40337,1,1
201601EO40338,48,1
201601EO40339,1,1
201601EO40340,1,1
201601EO40341,1,1
201601EO40343,1,2
201601EO40344,1,1
201601EO40345,1,2
201601EO40346,1,1
201601EO40348,1,2
201601EO40349,1,1
201601EO40351,1,1
201601EO40352,1,1
201601EO40353,1,1
201601EO40354,1,1
201601EO40355,1,1
201601EO40356,1,2
201601EO40357,1,1
201601EO40358,1,1
201601EO40359,1,1
201601EO40360,1,1
201601EO40361,1,2
201601EO40362,1,1
201601EO40363,1,1
201601EO40364,1,2
201601EO40366,1,2
201601EO40367,1,2
201601EO40369,1,2
201601EO40370,1,1
201601EO40371,1,2
201601EO40373,1,1
201601EO40374,1,2
201601EO40375,1,1
201601EO40377,1,1
201601EO40378,1,2
201601EO40379,1,1
201601EO40380,1,1
201601EO40382,1,1
201601EO40383,1,1
201601EO40384,1,1
201601EO40385,1,2
201601EO40386,1,1
201601EO40387,1,2
201601EO40388,1,2
201601EO40389,1,1
201601EO40390,1,2
201601EO40391,1,1
201601EO40392,1,2
201601EO40397,1,1
201601EO40398,1,2
201601EO40400,1,1
201601EO40401,1,1
201601EO40402,1,1
201601EO40403,1,1
201601EO40404,1,1
201601EO40407,1,2
201601EO40408,1,1
201601EO40409,1,1
201601EO40410,1,1
201601EO40412,1,1
201601EO40414,1,1
201601EO40416,1,1
201601EO40417,1,1
201601EO40418,1,1
201601EO40419,1,1
201601EO40420,1,1
201601EO40421,1,1
201601EO40423,1,2
201601EO40424,1,1
201601EO40425,1,1
201601EO40426,1,1
201601EO40427,1,1
201601EO40428,1,1
201601EO40430,1,2
201601EO40431,1,1
201601EO40432,1,1
201601EO40434,1,1
201601EO40435,1,1
201601EO40436,1,1
201601EO40437,1,1
201601EO40439,1,1
201601EO40440,1,1
201601EO40441,1,1
201601EO40442,1,1
201601EO40443,1,1
201601EO40444,1,1
201601EO40445,1,1
201601EO40446,1,1
201601EO40447,1,1
201601EO40448,1,1
201601EO40450,1,1
201601EO40452,1,1
201601EO40453,1,1
201601EO40454,1,1
201601EO40456,1,1
201601EO40458,1,1
201601EO40459,1,2
201601EO40460,1,1
201601EO40461,1,1
201601EO40462,1,1
201601EO40463,1,1
201601EO40464,1,1
201601EO40465,1,1
201601EO40466,1,2
201601EO40467,1,1
201601EO40470,1,2
201601EO40471,1,1
201601EO40472,1,2
201601EO40473,1,1
201601EO40474,1,1
201601EO40475,1,2
201601EO40476,1,1
201601EO40477,1,1
201601EO40480,1,1
201601EO40481,1,1
201601EO40482,1,1
201601EO40484,1,2
201601EO40485,1,2
201601EO40486,1,1
201601EO40487,1,1
201601EO40489,1,1
201601EO40492,1,1
201601EO40493,1,1
201601EO40494,1,1
201601EO40495,1,1
201601EO40496,1,1
201601EO40498,1,1
201601EO40500,1,2
201601EO40501,1,1
201601EO40502,1,1
201601EO40503,1,1
201601EO40504,1,1
201601EO40505,1,1
201601EO40507,1,1
201601EO40508,1,1
201601EO40509,1,1
201601EO40510,1,1
201601EO40511,1,2
201601EO40512,1,1
201601EO40515,1,1
201601EO40517,1,2
201601EO40518,1,1
201601EO40519,1,1
201601EO40520,1,1
201601EO40521,1,2
201601EO40524,1,1
201601EO40525,1,1
201601EO40526,1,1
201601EO40527,1,1
201601EO40528,1,2
201601EO40529,1,2
201601EO40530,1,2
201601EO40532,1,1
201601EO40533,1,2
201601EO40534,1,1
201601EO40535,1,1
201601EO40536,1,1
201601EO40537,1,1
201601EO40538,1,2
201601EO40539,1,1
201601EO40540,1,1
201601EO40542,1,1
201601EO40543,1,1
201601EO40544,1,1
201601EO40545,1,1
201601EO40546,1,1
201601EO40547,1,2
201601EO40548,1,2
201601EO40549,1,1
201601EO40550,1,1
201601EO40551,1,2
201601EO40552,1,1
201601EO40553,1,2
201601EO40554,1,2
201601EO40557,1,1
201601EO40558,1,1
201601EO40560,1,1
201601EO40561,1,1
201601EO40563,1,1
201601EO40564,1,1
201601EO40566,1,2
201601EO40567,1,1
201601EO40568,1,2
201601EO40572,1,1
201601EO40573,1,1
201601EO40574,1,1
201601EO40575,1,1
201601EO40576,1,1
201601EO40577,1,1
201601EO40590,1,2
201601EO40598,1,1
201601EO40602,1,1
201601EO40609,1,1
201601EO40611,1,1
201601EO40612,1,1
201601EO40614,1,1
201601EO40615,1,2
201601EO40616,1,1
201601EO40618,1,1
201601EO40619,1,1
201601EO40620,1,1
201601EO40621,1,2
201601EO40622,1,1
201601EO40623,1,1
201601EO40624,1,1
201601EO40625,1,1
201601EO40636,1,2
201601EO40638,1,1
201601EO40642,1,1
201601EO40661,1,1
201601EO40662,1,1
201601EO40665,1,1
201601EO40673,1,1
201601EO40694,1,2
201601EO40698,1,1
201601EO40706,1,2
201601EO40708,1,1
201601EO40709,1,1
201601EO40711,1,1
201601EO40732,1,1
201601EO40742,1,1
201601EO40747,1,1
201601EO40757,1,1
201601EO40762,1,1
201601EO40763,1,2
201601EO40775,1,1
201601EO40778,1,1
201601FH10001,1,2
201601FH10002,1,1
201601FH10003,1,1
201601FH10006,1,1
201601FH10013,1,1
201601FH10014,1,1
201601FH10015,1,1
201601FH10017,1,1
201601FH10018,1,1
201601FH10019,1,1
201601FH10020,1,1
201601FH10021,1,1
201601FH10022,1,1
201601FH10024,1,1
201601FH10025,1,1
201601FH10026,1,1
201601FH10028,1,1
201601FH10031,1,1
201601FH10032,1,1
201601FH10035,1,1
201601FH10036,1,2
201601FH10037,1,1
201601FH10039,1,1
201601FH10040,1,1
201601FH10041,1,1
201601FH10042,1,1
201601FH10047,1,2
201601FH10048,1,1
201601FH10049,1,1
201601FH10050,1,1
201601FH10052,1,1
201601FH10053,1,1
201601FH10054,1,1
201601FH10055,1,1
201601FH10056,1,2
201601FH10057,1,1
201601FH10058,1,1
201601FH10059,1,1
201601FH10061,1,1
201601FH10062,1,1
201601FH10064,1,1
201601FH10065,1,1
201601FH10066,1,1
201601FH10067,1,1
201601FH10068,1,1
201601FH10069,1,1
201601FH10070,1,1
201601FH10071,1,1
201601FH10072,1,1
201601FH10073,1,1
201601FH10074,1,1
201601FH10075,1,2
201601FH10076,1,1
201601FH10077,1,1
201601FH10078,1,1
201601FH10079,1,1
201601FH10080,1,1
201601FH10081,1,1
201601FH10082,1,1
201601FH10083,1,2
201601FH10084,1,1
201601FH10085,1,1
201601FH10086,1,2
201601FH10087,1,1
201601FH10088,1,1
201601FH10089,1,1
201601FH10090,1,2
201601FH10091,1,1
201601FH10092,1,1
201601FH10094,1,1
201601FH10095,1,1
201601FH10096,1,1
201601FH10097,1,1
201601FH10098,1,1
201601FH10099,1,1
201601FH10101,1,1
201601FH10102,1,2
201601FH10104,1,1
201601FH10105,1,1
201601FH10107,1,1
201601FH10108,1,1
201601FH10109,1,1
201601FH10110,1,1
201601FH10111,1,2
201601FH10112,1,1
201601FH10113,1,1
201601FH10114,1,2
201601FH10115,1,2
201601FH10116,1,2
201601FH10117,1,1
201601FH10118,1,1
201601FH10119,1,1
201601FH10120,1,1
201601FH10122,1,1
201601FH10124,1,1
201601FH10125,1,1
201601FH10126,1,1
201601FH10127,1,2
201601FH10128,1,1
201601FH10129,1,2
201601FH10130,1,1
201601FH10131,1,2
201601FH10132,1,1
201601FH10133,1,1
201601FH10134,1,1
201601FH10135,1,2
201601FH10136,1,2
201601FH10137,1,1
201601FH10138,1,1
201601FH10140,1,1
201601FH10141,1,1
201601FH10143,1,1
201601FH10144,1,1
201601FH10145,1,1
201601FH10146,1,1
201601FH10147,1,1
201601FH10148,1,1
201601FH10149,1,1
201601FH10151,1,1
201601FH10152,1,1
201601FH10153,1,1
201601FH10154,1,1
201601FH10155,1,1
201601FH10156,1,1
201601FH10157,1,1
201601FH10158,1,1
201601FH10159,1,1
201601FH10160,1,1
201601FH10161,1,1
201601FH10163,1,1
201601FH10164,1,1
201601FH10165,1,2
201601FH10166,1,1
201601FH10167,1,1
201601FH10168,1,1
201601FH10170,1,1
201601FH10171,1,1
201601FH10172,1,2
201601FH10173,1,1
201601FH10174,1,2
201601FH10175,1,1
201601FH10177,1,1
201601FH10178,1,1
201601FH10179,1,1
201601FH10180,1,1
201601FH10181,1,1
201601FH10182,1,1
201601FH10183,1,1
201601FH10184,1,1
201601FH10185,1,1
201601FH10186,1,1
201601FH10187,1,1
201601FH10188,1,1
201601FH10189,1,1
201601FH10191,1,1
201601FH10192,1,1
201601FH10193,1,2
201601FH10194,1,1
201601FH10195,1,1
201601FH10196,1,1
201601FH10197,1,2
201601FH10198,1,1
201601FH10200,1,1
201601FH10201,1,1
201601FH10202,1,1
201601FH10203,1,1
201601FH10204,1,1
201601FH10205,1,1
201601FH10206,1,1
201601FH10207,1,1
201601FH10208,1,1
201601FH10209,1,1
201601FH10210,1,1
201601FH10211,1,1
201601FH10215,1,1
201601FH10216,1,1
201601FH10217,1,1
201601FH10218,1,2
201601FH10219,1,1
201601FH10220,1,1
201601FH10221,1,2
201601FH10222,1,1
201601FH10223,1,2
201601FH10224,1,1
201601FH10225,1,1
201601FH10226,1,1
201601FH10227,1,1
201601FH10228,1,1
201601FH10229,1,2
201601FH10230,1,1
201601FH10231,1,2
201601FH10232,1,1
201601FH10234,1,2
201601FH10235,1,1
201601FH10236,1,2
201601FH10237,1,1
201601FH10238,1,1
201601FH10239,1,1
201601FH10240,1,1
201601FH10241,1,1
201601FH10242,1,2
201601FH10243,1,1
201601FH10244,1,1
201601FH10245,1,1
201601FH10246,1,1
201601FH10247,1,1
201601FH10248,1,2
201601FH10249,1,1
201601FH10250,1,1
201601FH10252,1,1
201601FH10253,1,2
201601FH10254,1,1
201601FH10255,1,1
201601FH10256,1,1
201601FH10257,1,2
201601FH10258,1,1
201601FH10260,1,1
201601FH10261,1,1
201601FH10262,1,1
201601FH10263,1,1
201601FH10264,1,1
201601FH10265,1,1
201601FH10266,1,1
201601FH10267,1,1
201601FH10268,1,1
201601FH10269,1,1
201601FH10270,1,2
201601FH10271,1,1
201601FH10272,1,2
201601FH10273,1,2
201601FH10274,1,1
201601FH10275,1,1
201601FH10276,1,1
201601FH10277,1,1
201601FH10278,1,1
201601FH10280,1,1
201601FH10281,1,1
201601FH10282,1,1
201601FH10283,1,1
201601FH10284,1,1
201601FH10285,1,2
201601FH10286,1,1
201601FH10287,1,1
201601FH10288,1,1
201601FH10289,1,1
201601FH10290,1,1
201601FH10291,1,1
201601FH10292,1,1
201601FH10293,1,1
201601FH10295,1,1
201601FH10296,1,1
201601FH10297,1,1
201601FH10298,1,1
201601FH10299,1,1
201601FH10300,1,1
201601FH10301,1,1
201601FH10302,1,1
201601FH10304,1,1
201601FH10305,1,1
201601FH10306,1,1
201601FH10307,1,1
